"year","election_type","electoral_rule","district","district_code","district_name","chinese_name","station_code","chinese_name_poll_station","name_poll_station","ps_gmaps_coords","lat","lon","candidate_name_eng_1","political_ideo_1","votes_candidate_1","political_affiliations_english_1","candidate_name_eng_2","political_ideo_2","votes_candidate_2","political_affiliations_english_2","candidate_name_eng_3","political_ideo_3","votes_candidate_3","political_affiliations_english_3","candidate_name_eng_4","political_ideo_4","votes_candidate_4","political_affiliations_english_4","candidate_name_eng_5","political_ideo_5","votes_candidate_5","political_affiliations_english_5","candidate_name_eng_6","political_ideo_6","votes_candidate_6","political_affiliations_english_6"
2011,"District Council Election","first-past-the-post","North District","N11","Choi Yuen","彩園","N1101","彩園會堂","Choi Yuen Estate Hall","22.5001071, 114.1264315",22.5001071,114.1264315,"SO SAI CHI","pro-establishment",2773,"DAB","AU WAI KONG","pro-democracy",349,"PEOPLE POWER","WONG SING CHI","pro-democracy",1673,"THE DEMOCRATIC PARTY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","North District","N12","Shek Wu Hui","石湖墟","N1201","龍琛路體育館","Lung Sum Avenue Sports Centre","22.5050106, 114.1306305",22.5050106,114.1306305,"CHEUNG SHUK MAN","pro-democracy",68,"PEOPLE POWER; Hong Kong Indigenous","CHOW KAM SIU JOSEPH","pro-democracy",114,"THE DEMOCRATIC PARTY","WONG YUN KEUNG SIMON","pro-establishment",199,"DAB","HAU WING KONG ALVAN","pro-establishment",168,"LIBERAL PARTY",NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","North District","N12","Shek Wu Hui","石湖墟","N1202","聖公會陳融中學","SKH Chan Young Secondary School","22.500925, 114.133005",22.500925,114.133005,"CHEUNG SHUK MAN","pro-democracy",254,"PEOPLE POWER; Hong Kong Indigenous","CHOW KAM SIU JOSEPH","pro-democracy",558,"THE DEMOCRATIC PARTY","WONG YUN KEUNG SIMON","pro-establishment",949,"DAB","HAU WING KONG ALVAN","pro-establishment",279,"LIBERAL PARTY",NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","North District","N12","Shek Wu Hui","石湖墟","N1203","香海正覺蓮社佛教陳式宏學校","HHCKLA Buddhist Chan Shi Wan Primary School","22.499267, 114.1282451",22.499267,114.1282451,"CHEUNG SHUK MAN","pro-democracy",131,"PEOPLE POWER; Hong Kong Indigenous","CHOW KAM SIU JOSEPH","pro-democracy",538,"THE DEMOCRATIC PARTY","WONG YUN KEUNG SIMON","pro-establishment",416,"DAB","HAU WING KONG ALVAN","pro-establishment",59,"LIBERAL PARTY",NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","North District","N13","Tin Ping West","天平西","N1301","石湖墟公立學校","Shek Wu Hui Public School","22.504353, 114.132458",22.504353,114.132458,"YIM CHI HANG","pro-democracy",1510,"THE DEMOCRATIC PARTY","WONG WANG TO","pro-establishment",1896,"DAB; FTU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","North District","N14","Fung Tsui","鳳翠","N1401","鳳溪廖萬石堂中學","Fung Kai Liu Man Shek Tong Secondary School","22.5080883, 114.1270281",22.5080883,114.1270281,"LIU CHIU WA",NA,979,NA,"LIU KWOK WAH",NA,1540,NA,"LIU HING HUNG",NA,996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","North District","N15","Sha Ta","沙打","N1501","打鼓嶺嶺英公立學校","Ta Ku Ling Ling Ying Public School","22.537167, 114.141656",22.537167,114.141656,"WAN WO FAI","pro-establishment",226,"DAB","TSANG YUK ON",NA,316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","North District","N15","Sha Ta","沙打","N1502","International College Hong Kong","International College Hong Kong","22.535959, 114.211084",22.535959,114.211084,"WAN WO FAI","pro-establishment",287,"DAB","TSANG YUK ON",NA,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","North District","N15","Sha Ta","沙打","N1504","沙頭角中心小學","Sha Tau Kok Central Primary School","22.546609, 114.223378",22.546609,114.223378,"WAN WO FAI","pro-establishment",1892,"DAB","TSANG YUK ON",NA,886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","North District","N15","Sha Ta","沙打","N1506","打鼓嶺社區會堂","Ta Kwu Ling Community Hall","22.524499, 114.160627",22.524499,114.160627,"WAN WO FAI","pro-establishment",289,"DAB","TSANG YUK ON",NA,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","North District","N16","Tin Ping East","天平東","N1601","天平體育館","Tin Ping Sports Centre","22.503462, 114.133505",22.503462,114.133505,"MOK FU WAH SIMON",NA,55,NA,"YU CHI SHING PAUL",NA,829,NA,"OR SIN YI WINDY","pro-establishment",993,"DAB","LEUNG YUK CHEUNG","pro-democracy",835,"THE DEMOCRATIC PARTY",NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","North District","N16","Tin Ping East","天平東","N1602","聯和墟社區會堂","Luen Wo Hui Community Hall","22.500375, 114.1452728",22.500375,114.1452728,"MOK FU WAH SIMON",NA,23,NA,"YU CHI SHING PAUL",NA,177,NA,"OR SIN YI WINDY","pro-establishment",248,"DAB","LEUNG YUK CHEUNG","pro-democracy",328,"THE DEMOCRATIC PARTY",NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","North District","N17","Queen's Hill","皇后山","N1701","從謙學校","Tsung Him School","22.496097, 114.14727",22.496097,114.14727,"TANG KUN NIN TONY","pro-establishment",413,"DAB","LI KWONG MING",NA,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","North District","N17","Queen's Hill","皇后山","N1702","龍山學校","Lung Shan Primary School","22.505714, 114.150035",22.505714,114.150035,"TANG KUN NIN TONY","pro-establishment",662,"DAB","LI KWONG MING",NA,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","North District","N17","Queen's Hill","皇后山","N1703","軍地蔬菜產銷有限責任合作社","Kwan Ti Vegetable Marketing Co-operative Society, Limited","22.5039416, 114.149979",22.5039416,114.149979,"TANG KUN NIN TONY","pro-establishment",373,"DAB","LI KWONG MING",NA,656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","North District","N17","Queen's Hill","皇后山","N1704","新福事工協會生命導向中心","Mission To New Arrivals Ltd. Life Building Centre","22.5156884, 114.1751028",22.5156884,114.1751028,"TANG KUN NIN TONY","pro-establishment",476,"DAB","LI KWONG MING",NA,607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","North District","N17","Queen's Hill","皇后山","N1705","和合石村公所","Wo Hop Shek Tsuen Rural Committee","22.485058197981452, 114.14769974279326",22.4850582,114.1476997,"TANG KUN NIN TONY","pro-establishment",182,"DAB","LI KWONG MING",NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tai Po District","P01","Tai Po Hui","大埔墟","P0101","大埔社區中心 (展覽廳)","Tai Po Community Centre (Exhibition Hall)","22.446757717685248, 114.16599966277381",22.44675772,114.1659997,"YEUNG ALVIN NGOK KIU","pro-democracy",880,"CIVIC PARTY","LI KWOK YING","pro-establishment",1172,"DAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tai Po District","P02","Tai Po Central","大埔中","P0201","大埔官立中學","Tai Po Government Secondary School","22.451535, 114.168567",22.451535,114.168567,"AU CHUN WAH","pro-democracy",1271,"THE DEMOCRATIC PARTY","CHENG MEI LAM",NA,815,"INDEPENDENT","CHEUNG CHI WAI THOMAS","pro-establishment",634,"LIBERAL PARTY; NEW TERRITORIES ASSOCIATION OF SOCIETIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tai Po District","P04","Tai Yuen","大元","P0401","大元社區會堂","Tai Yuen Community Hall","22.4555562, 114.1686851",22.4555562,114.1686851,"SO MA TSUN",NA,1293,NA,"CHENG CHUN PING","pro-establishment",1746,"DAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tai Po District","P05","Fu Heng","富亨","P0501","富亨鄰里社區中心","Fu Heng Neighbourhood Community Centre","22.459809, 114.171931",22.459809,114.171931,"YAM MAN CHUEN","pro-democracy",1966,"THE DEMOCRATIC PARTY","WONG CHAU PAK","pro-establishment",2020,"DAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tai Po District","P06","Yee Fu","怡富","P0601","富善社區會堂","Fu Shin Community Hall","22.4546661, 114.1763883",22.4546661,114.1763883,"WOO KIN MAN CLEMENT","pro-establishment",1992,"DAB","YAM KAI BONG","pro-democracy",3864,"NEO DEMOCRATS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tai Po District","P07","Fu Ming Sun","富明新","P0701","香港道教聯合會圓玄學院第二中學","HKTA The Yuen Yuen Institute No. 2 Secondary School","22.4529543, 114.1765987",22.4529543,114.1765987,"KWAN WING YIP","pro-democracy",2780,"NEO DEMOCRATS","WONG YUEN SANG","pro-establishment",1458,"DAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tai Po District","P11","Wan Tau Tong","運頭塘","P1101","運頭塘鄰里社區中心","Wan Tau Tong Neighbourhood Community Centre","22.442118, 114.166074",22.442118,114.166074,"CHAN HON HUNG",NA,499,NA,"YU CHI WING","pro-establishment",2881,"INDEPENDENT (NEW TERRITORIES ASSOCIATION OF SOCIETIES)","LEE CHI SHING EDWARD","pro-democracy",1311,"THE DEMOCRATIC PARTY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tai Po District","P12","San Fu","新富","P1201","佛教慧遠中學","Buddhist Hui Yuan College","22.4423462, 114.1643572",22.4423462,114.1643572,"LAM CHING LUN",NA,256,NA,"LO SOU CHOUR",NA,1638,"INDEPENDENT","CHUNG YUK FAI DONALD",NA,517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tai Po District","P12","San Fu","新富","P1202","挪威國際學校","Norwegian International School","22.4480189, 114.1577891",22.4480189,114.1577891,"LAM CHING LUN",NA,50,NA,"LO SOU CHOUR",NA,491,"INDEPENDENT","CHUNG YUK FAI DONALD",NA,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tai Po District","P13","Lam Tsuen Valley","林村谷","P1301","南華莆崇真堂","Nam Wah Po Tsung Tsin Church","22.4756453, 114.1518679",22.4756453,114.1518679,"CHAN CHO LEUNG",NA,184,NA,"CHEUNG KWOK YIU",NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tai Po District","P13","Lam Tsuen Valley","林村谷","P1302","獅子會林村青年中心","Lions Club Lam Tsuen Youth Centre","22.4571448, 114.1421266",22.4571448,114.1421266,"CHAN CHO LEUNG",NA,1655,NA,"CHEUNG KWOK YIU",NA,1145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tai Po District","P13","Lam Tsuen Valley","林村谷","P1303","大埔水圍村公所","Tai Po Shui Wai Village Office","22.4523259, 114.1569232",22.4523259,114.1569232,"CHAN CHO LEUNG",NA,586,NA,"CHEUNG KWOK YIU",NA,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tai Po District","P13","Lam Tsuen Valley","林村谷","P1304","泰亨公立學校","Tai Hang Public School","22.4685206, 114.1498052",22.4685206,114.1498052,"CHAN CHO LEUNG",NA,528,NA,"CHEUNG KWOK YIU",NA,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tai Po District","P14","Po Nga","寶雅","P1401","神召會康樂中學","Assembly of God Hebron Secondary School","22.4506059, 114.1593693",22.4506059,114.1593693,"WONG YUNG KAN","pro-establishment",2417,"DAB","CHEUNG KAM HUNG KENNETH","pro-democracy",1196,"CITIZENS' RADIO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tai Po District","P15","Tai Wo","太和","P1501","林村公立黃福鑾紀念學校","Lam Tsuen Public Wong Fook Luen Memorial School","22.4504839, 114.1633965",22.4504839,114.1633965,"CHENG CHUN WO",NA,3236,NA,"LEE LAI LAI LILY",NA,688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tai Po District","P16","Old Market & Serenity","舊墟及太湖","P1601","太和鄰里社區中心","Tai Wo Neighbourhood Community Centre","22.4525379, 114.1615839",22.4525379,114.1615839,"YIK KIN HING","pro-democracy",37,NA,"LEE KIN MAN EDMUND","pro-democracy",1269,"THE DEMOCRATIC PARTY","LEUNG MING KWONG",NA,186,NA,"CHEUNG KWOK WAI","pro-establishment",1696,"DAB",NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tai Po District","P18","Shuen Wan","船灣","P1801","大美督村公所","Tai Mei Tuk Village Office","22.4733537, 114.2329983",22.4733537,114.2329983,"LO SAM SHING","pro-establishment",398,"NEW TERRITORIES ASSOCIATION OF SOCIETIES","LAU CHEE SING",NA,408,NA,"WONG WAI TONG RAYMOND",NA,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tai Po District","P18","Shuen Wan","船灣","P1802","船灣詹屋村村公所","Shuen Wan Chim Uk Village Office","22.463992, 114.208016",22.463992,114.208016,"LO SAM SHING","pro-establishment",644,"NEW TERRITORIES ASSOCIATION OF SOCIETIES","LAU CHEE SING",NA,954,NA,"WONG WAI TONG RAYMOND",NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tai Po District","P19","Sai Kung North","西貢北","P1901","香港浸信會神學院","Hong Kong Baptist Theological Seminary","22.431372, 114.254325",22.431372,114.254325,"HO TAI WAI DAVID","pro-establishment",1008,"NEW TERRITORIES ASSOCIATION OF SOCIETIES","LI YIU BAN",NA,696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Tai Po District","P19","Sai Kung North","西貢北","P1903","塔門鄉公所","Tap Mun Village Office","22.4754602, 114.3593987",22.4754602,114.3593987,"HO TAI WAI DAVID","pro-establishment",396,"NEW TERRITORIES ASSOCIATION OF SOCIETIES","LI YIU BAN",NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Sai Kung District","Q03","Sai Kung Islands","西貢離島","Q0301","西貢中心李少欽紀念學校","Sai Kung Central Lee Siu Yam Memorial School","22.3844547, 114.2763375",22.3844547,114.2763375,"CHEUNG KWOK HUNG",NA,357,NA,"LI KA LEUNG PHILIP","pro-establishment",935,"DAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Sai Kung District","Q06","Po Kwan","寶軍","Q0601","將軍澳循道衛理小學","Tseung Kwan O Methodist Primary School","22.3051176, 114.2618388",22.3051176,114.2618388,"NG SHUET SHAN","pro-establishment",1623,"FTU","YU HON LUN",NA,934,NA,"TSE CHING FUNG","pro-democracy",1148,"THE DEMOCRATIC PARTY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Sai Kung District","Q08","Kin Shin","健善","Q0801","香海正覺蓮社佛教正覺中學","HHCKLA Buddhist Ching Kok Secondary School","22.3069753, 114.2494052",22.3069753,114.2494052,"LEE CHUN HO","pro-establishment",482,"CIVIL FORCE","WONG PING HUNG ADAM",NA,136,NA,"LEUNG LI","pro-democracy",3096,"NEO DEMOCRATS","WONG YAN KET",NA,125,"INDEPENDENT",NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Sai Kung District","Q09","Choi Kin","彩健","Q0901","寶覺中學","Po Kok Secondary School","22.3075294, 114.2545821",22.3075294,114.2545821,"YU KAI CHUN","pro-establishment",747,"FTU","HO MAN KIT RAYMOND",NA,2467,"INDEPENDENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Sai Kung District","Q10","O Tong","澳唐","Q1001","博愛醫院八十週年鄧英喜中學","POH 80th Anniversary Tang Ying Hei College","22.3088585, 114.2584083",22.3088585,114.2584083,"LO TIM MAN HIM","pro-establishment",923,"NEW PEOPLE'S PARTY","CHEUNG KWOK KEUNG","pro-democracy",2197,"NEO DEMOCRATS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Sai Kung District","Q11","Fu Kwan","富君","Q1101","佛教志蓮小學","Chi Lin Buddhist Primary School","22.3104212, 114.2607897",22.3104212,114.2607897,"LUI KIM HO",NA,873,"INDEPENDENT","LAM CHUN KA","pro-establishment",522,"LIBERAL PARTY","LUK PING CHOI",NA,1836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Sai Kung District","Q12","Nam On","南安","Q1201","保良局馮晴紀念小學","PLK Fung Ching Memorial Primary School","22.31492, 114.263406",22.31492,114.263406,"CHAU YIN MING FRANCIS",NA,3117,NA,"CHAN SHU KUEN TIMOTHY","pro-establishment",812,"LIBERAL PARTY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Sai Kung District","Q13","Hong King","康景","Q1301","翠林體育館","Tsui Lam Sports Centre","22.32217, 114.249562",22.32217,114.249562,"LAM SIU CHUNG FRANKIE","pro-democracy",420,"THE DEMOCRATIC PARTY","LEUNG LOK SUM","pro-establishment",421,"CIVIL FORCE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Sai Kung District","Q13","Hong King","康景","Q1302","景嶺書院","King Ling College","22.3179716, 114.2534452",22.3179716,114.2534452,"LAM SIU CHUNG FRANKIE","pro-democracy",579,"THE DEMOCRATIC PARTY","LEUNG LOK SUM","pro-establishment",1028,"CIVIL FORCE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Sai Kung District","Q13","Hong King","康景","Q1303","邱子文高中學校","Yeo Chei Man Senior Secondary School","22.323255, 114.251727",22.323255,114.251727,"LAM SIU CHUNG FRANKIE","pro-democracy",1532,"THE DEMOCRATIC PARTY","LEUNG LOK SUM","pro-establishment",293,"CIVIL FORCE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Sai Kung District","Q14","Tsui Lam","翠林","Q1401","翠林社區會堂","Tsui Lam Community Hall","22.324276, 114.248154",22.324276,114.248154,"SHEK CHI KEUNG",NA,1220,NA,"TAM LANNY","pro-establishment",3133,"CIVIL FORCE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Sai Kung District","Q15","Po Lam","寶林","Q1501","迦密主恩中學","Carmel Divine Grace Foundation Secondary School","22.3265532, 114.2544682",22.3265532,114.2544682,"AU NING FAT ALFRED","pro-establishment",2373,"CIVIL FORCE","CHAN PING HANG","pro-democracy",872,"THE DEMOCRATIC PARTY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Sai Kung District","Q16","Yan Ying","欣英","Q1601","寶林邨文娛活動會堂","Po Lam Multipurpose Hall","22.324894, 114.257118",22.324894,114.257118,"CHUNG KAM LUN","pro-democracy",2221,"NEO DEMOCRATS","WONG MAN KIT SUNNY","pro-establishment",1728,"NEW TERRITORIES ASSOCIATION OF SOCIETIES","CHEUNG MAN KIT",NA,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Sai Kung District","Q17","Wan Hang","運亨","Q1701","順德聯誼總會梁潔華小學","STFA Leung Kit Wah Primary School","22.323245, 114.256037",22.323245,114.256037,"HAU LAI YING","pro-establishment",1010,"DAB","FAN GARY KWOK WAI","pro-democracy",3014,"NEO DEMOCRATS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Sai Kung District","Q18","King Lam","景林","Q1801","香海正覺蓮社佛教黃藻森學校","HHCKLA Buddhist Wong Cho Sum School","22.3199232, 114.2604893",22.3199232,114.2604893,"KI LAI MEI","pro-establishment",2281,"DAB","LAM WING YIN","pro-democracy",2687,"THE DEMOCRATIC PARTY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Sai Kung District","Q19","Hau Tak","厚德","Q1901","天主教鳴遠中學","Catholic Ming Yuen Secondary School","22.3178348, 114.2642182",22.3178348,114.2642182,"CHUNG EN SHIUH","pro-democracy",1706,"THE DEMOCRATIC PARTY","LING MAN HOI","pro-establishment",2260,"DAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Sai Kung District","Q21","Tak Ming","德明","Q2101","仁濟醫院陳耀星小學","Yan Chai Hospital Chan Iu Seng Primary School","22.315406, 114.267338",22.315406,114.267338,"WAN YUET CHEUNG","pro-establishment",2522,"CIVIL FORCE","CHEUNG BO HOP JERSEY",NA,1244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Sai Kung District","Q22","Sheung Tak","尚德","Q2201","尚德社區會堂","Sheung Tak Community Hall","22.311255, 114.25663",22.311255,114.25663,"KAN SIU KEI","pro-establishment",1883,"FTU","TSUI CHUNG CHI",NA,41,NA,"YIP CHUN KEUNG",NA,1545,NA,"MAK TSZ HEI","pro-democracy",1004,"NEO DEMOCRATS","LUK WAI MAN","pro-establishment",650,"DAB","WONG FAI",NA,348,NA
2011,"District Council Election","first-past-the-post","Sai Kung District","Q23","Kwong Ming","廣明","Q2301","香港道教聯合會圓玄學院第三中學","Hong Kong Taoist Association The Yuen Yuen Institute No.3 Secondary School","22.311831, 114.2571295",22.311831,114.2571295,"CHAN YIN CHU",NA,16,NA,"CHAN TONG WING",NA,265,NA,"SHI HAU KIT SIMON",NA,334,NA,"YUE VIRGINIA","pro-democracy",192,"PEOPLE POWER; Hong Kong Indigenous","CHONG YUEN TUNG","pro-establishment",2493,"DAB","OR YIU LAM RICKY","pro-democracy",1212,"THE DEMOCRATIC PARTY"
2011,"District Council Election","first-past-the-post","Sai Kung District","Q24","Wan Po","環保","Q2401","康城社區會堂","Lohas Park Community Hall","22.295435, 114.271847",22.295435,114.271847,"CHEUNG CHI TUNG","pro-democracy",99,"THE DEMOCRATIC PARTY","TSUI YUN YUNG TERRY","pro-establishment",65,"LIBERAL PARTY","FONG KWOK SHAN CHRISTINE",NA,1923,"INDEPENDENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Sai Kung District","Q24","Wan Po","環保","Q2402","啓思中學","Creative Secondary School","22.3073918, 114.2677008",22.3073918,114.2677008,"CHEUNG CHI TUNG","pro-democracy",140,"THE DEMOCRATIC PARTY","TSUI YUN YUNG TERRY","pro-establishment",104,"LIBERAL PARTY","FONG KWOK SHAN CHRISTINE",NA,962,"INDEPENDENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Sha Tin District","R01","Sha Tin Town Centre","沙田市中心","R0101","沙田崇真學校","Shatin Tsung Tsin School","22.385606, 114.190739",22.385606,114.190739,"TSANG KAM CHUEN KEN","pro-establishment",943,"DAB","WAI HING CHEUNG","pro-democracy",1290,"POWER FOR DEMOCRACY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Sha Tin District","R01","Sha Tin Town Centre","沙田市中心","R0102","沙田官立中學","Sha Tin Government Secondary School","22.376491, 114.1846655",22.376491,114.1846655,"TSANG KAM CHUEN KEN","pro-establishment",326,"DAB","WAI HING CHEUNG","pro-democracy",248,"POWER FOR DEMOCRACY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Sha Tin District","R01","Sha Tin Town Centre","沙田市中心","R0103","基督教香港信義會沙田信義幼稚園","ELCHK Shatin Lutheran Kindergarten","22.378516, 114.180824",22.378516,114.180824,"TSANG KAM CHUEN KEN","pro-establishment",252,"DAB","WAI HING CHEUNG","pro-democracy",440,"POWER FOR DEMOCRACY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Sha Tin District","R02","Lek Yuen","瀝源","R0201","瀝源社區會堂","Lek Yuen Community Hall","22.385352, 114.191115",22.385352,114.191115,"WONG HO MING","pro-democracy",967,"LEAGUE OF SOCIAL DEMOCRATS","WONG YUE HON","pro-establishment",1382,"CIVIL FORCE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"District Council Election","first-past-the-post","Sha Tin District","R04","City One","第一城","R0401","浸信會呂明才小學","Baptist Lui Ming Choi Primary School","22.3879251, 114.2022233",22.3879251,114.2022233,"TONG KA WAH RONNY","pro-democracy",1582,"CIVIC PARTY","WONG KA WING",NA,3060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
